,Store,Date,IsHoliday,Dept,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,Type,Size
48,1,2010-02-05,0,81.0,30052.75,42.31,2.572,211.0963582,8.106,3,151315
49,1,2010-02-05,0,30.0,5491.0,42.31,2.572,211.0963582,8.106,3,151315
50,1,2010-02-05,0,44.0,4674.75,42.31,2.572,211.0963582,8.106,3,151315
51,1,2010-02-05,0,36.0,120.0,42.31,2.572,211.0963582,8.106,3,151315
52,1,2010-02-05,0,48.0,814.0,42.31,2.572,211.0963582,8.106,3,151315
53,1,2010-02-05,0,22.0,13623.98,42.31,2.572,211.0963582,8.106,3,151315
54,1,2010-02-05,0,60.0,1416.8,42.31,2.572,211.0963582,8.106,3,151315
55,1,2010-02-05,0,35.0,2770.0,42.31,2.572,211.0963582,8.106,3,151315
56,1,2010-02-05,0,24.0,8272.9,42.31,2.572,211.0963582,8.106,3,151315
57,1,2010-02-05,0,82.0,19484.03,42.31,2.572,211.0963582,8.106,3,151315
58,1,2010-02-05,0,13.0,41969.29,42.31,2.572,211.0963582,8.106,3,151315
59,1,2010-02-05,0,40.0,66780.63,42.31,2.572,211.0963582,8.106,3,151315
60,1,2010-02-05,0,25.0,11609.5,42.31,2.572,211.0963582,8.106,3,151315
61,1,2010-02-05,0,10.0,30721.5,42.31,2.572,211.0963582,8.106,3,151315
62,1,2010-02-05,0,18.0,4729.5,42.31,2.572,211.0963582,8.106,3,151315
63,1,2010-02-05,0,59.0,1409.34,42.31,2.572,211.0963582,8.106,3,151315
64,1,2010-02-05,0,41.0,1011.83,42.31,2.572,211.0963582,8.106,3,151315
65,1,2010-02-05,0,20.0,5034.1,42.31,2.572,211.0963582,8.106,3,151315
66,1,2010-02-05,0,37.0,3438.16,42.31,2.572,211.0963582,8.106,3,151315
67,1,2010-02-05,0,72.0,98499.12,42.31,2.572,211.0963582,8.106,3,151315
68,1,2010-02-05,0,92.0,139884.94,42.31,2.572,211.0963582,8.106,3,151315
69,1,2010-02-05,0,71.0,5421.14,42.31,2.572,211.0963582,8.106,3,151315
70,1,2010-02-05,0,11.0,24213.18,42.31,2.572,211.0963582,8.106,3,151315
71,1,2010-02-05,0,6.0,5749.03,42.31,2.572,211.0963582,8.106,3,151315
72,1,2010-02-05,0,98.0,10891.37,42.31,2.572,211.0963582,8.106,3,151315
73,1,2010-02-12,1,3.0,10887.84,38.51,2.548,211.2421698,8.106,3,151315
74,1,2010-02-12,1,79.0,36080.86,38.51,2.548,211.2421698,8.106,3,151315
75,1,2010-02-12,1,46.0,18826.47,38.51,2.548,211.2421698,8.106,3,151315
76,1,2010-02-12,1,13.0,36476.4,38.51,2.548,211.2421698,8.106,3,151315
77,1,2010-02-12,1,17.0,13403.66,38.51,2.548,211.2421698,8.106,3,151315
78,1,2010-02-12,1,23.0,22812.41,38.51,2.548,211.2421698,8.106,3,151315
79,1,2010-02-12,1,87.0,39254.57,38.51,2.548,211.2421698,8.106,3,151315
80,1,2010-02-12,1,4.0,35351.21,38.51,2.548,211.2421698,8.106,3,151315
81,1,2010-02-12,1,85.0,4994.64,38.51,2.548,211.2421698,8.106,3,151315
82,1,2010-02-12,1,7.0,18310.31,38.51,2.548,211.2421698,8.106,3,151315
83,1,2010-02-12,1,45.0,34.47,38.51,2.548,211.2421698,8.106,3,151315
84,1,2010-02-12,1,6.0,9135.0,38.51,2.548,211.2421698,8.106,3,151315
85,1,2010-02-12,1,14.0,18129.02,38.51,2.548,211.2421698,8.106,3,151315
86,1,2010-02-12,1,60.0,1003.2,38.51,2.548,211.2421698,8.106,3,151315
87,1,2010-02-12,1,21.0,8735.83,38.51,2.548,211.2421698,8.106,3,151315
88,1,2010-02-12,1,55.0,18892.81,38.51,2.548,211.2421698,8.106,3,151315
89,1,2010-02-12,1,11.0,21760.75,38.51,2.548,211.2421698,8.106,3,151315
90,1,2010-02-12,1,28.0,1008.36,38.51,2.548,211.2421698,8.106,3,151315
91,1,2010-02-12,1,98.0,16309.73,38.51,2.548,211.2421698,8.106,3,151315
92,1,2010-02-12,1,32.0,14700.59,38.51,2.548,211.2421698,8.106,3,151315
93,1,2010-02-12,1,5.0,29620.81,38.51,2.548,211.2421698,8.106,3,151315
94,1,2010-02-12,1,9.0,16562.49,38.51,2.548,211.2421698,8.106,3,151315
95,1,2010-02-12,1,29.0,7696.61,38.51,2.548,211.2421698,8.106,3,151315
96,1,2010-02-12,1,49.0,16139.05,38.51,2.548,211.2421698,8.106,3,151315
97,1,2010-02-12,1,80.0,16720.84,38.51,2.548,211.2421698,8.106,3,151315
98,1,2010-02-12,1,82.0,20949.36,38.51,2.548,211.2421698,8.106,3,151315
99,1,2010-02-12,1,93.0,70202.02,38.51,2.548,211.2421698,8.106,3,151315
100,1,2010-02-12,1,59.0,1447.42,38.51,2.548,211.2421698,8.106,3,151315
101,1,2010-02-12,1,8.0,37334.83,38.51,2.548,211.2421698,8.106,3,151315
102,1,2010-02-12,1,81.0,30694.25,38.51,2.548,211.2421698,8.106,3,151315
103,1,2010-02-12,1,58.0,4505.0,38.51,2.548,211.2421698,8.106,3,151315
104,1,2010-02-12,1,83.0,7521.08,38.51,2.548,211.2421698,8.106,3,151315
105,1,2010-02-12,1,51.0,28.11,38.51,2.548,211.2421698,8.106,3,151315
106,1,2010-02-12,1,25.0,13268.75,38.51,2.548,211.2421698,8.106,3,151315
107,1,2010-02-12,1,94.0,62329.48,38.51,2.548,211.2421698,8.106,3,151315
108,1,2010-02-12,1,40.0,60828.25,38.51,2.548,211.2421698,8.106,3,151315
109,1,2010-02-12,1,26.0,10050.92,38.51,2.548,211.2421698,8.106,3,151315
110,1,2010-02-12,1,97.0,33874.47,38.51,2.548,211.2421698,8.106,3,151315
111,1,2010-02-12,1,24.0,8050.24,38.51,2.548,211.2421698,8.106,3,151315
112,1,2010-02-12,1,33.0,8483.54,38.51,2.548,211.2421698,8.106,3,151315
113,1,2010-02-12,1,38.0,94136.35,38.51,2.548,211.2421698,8.106,3,151315
114,1,2010-02-12,1,74.0,11857.96,38.51,2.548,211.2421698,8.106,3,151315
115,1,2010-02-12,1,54.0,383.0,38.51,2.548,211.2421698,8.106,3,151315
116,1,2010-02-12,1,10.0,31494.77,38.51,2.548,211.2421698,8.106,3,151315
117,1,2010-02-12,1,27.0,2339.5,38.51,2.548,211.2421698,8.106,3,151315
118,1,2010-02-12,1,44.0,4463.33,38.51,2.548,211.2421698,8.106,3,151315
119,1,2010-02-12,1,42.0,7284.34,38.51,2.548,211.2421698,8.106,3,151315
120,1,2010-02-12,1,48.0,247.0,38.51,2.548,211.2421698,8.106,3,151315
121,1,2010-02-12,1,34.0,12852.83,38.51,2.548,211.2421698,8.106,3,151315
122,1,2010-02-12,1,22.0,14807.95,38.51,2.548,211.2421698,8.106,3,151315
123,1,2010-02-12,1,19.0,1490.79,38.51,2.548,211.2421698,8.106,3,151315
124,1,2010-02-12,1,91.0,66937.0,38.51,2.548,211.2421698,8.106,3,151315
125,1,2010-02-12,1,71.0,4752.0,38.51,2.548,211.2421698,8.106,3,151315
126,1,2010-02-12,1,36.0,432.0,38.51,2.548,211.2421698,8.106,3,151315
127,1,2010-02-12,1,35.0,2420.0,38.51,2.548,211.2421698,8.106,3,151315
128,1,2010-02-12,1,52.0,2728.58,38.51,2.548,211.2421698,8.106,3,151315
129,1,2010-02-12,1,95.0,111390.36,38.51,2.548,211.2421698,8.106,3,151315
130,1,2010-02-12,1,30.0,5328.5,38.51,2.548,211.2421698,8.106,3,151315
131,1,2010-02-12,1,12.0,8654.07,38.51,2.548,211.2421698,8.106,3,151315
132,1,2010-02-12,1,41.0,924.53,38.51,2.548,211.2421698,8.106,3,151315
133,1,2010-02-12,1,2.0,44682.74,38.51,2.548,211.2421698,8.106,3,151315
134,1,2010-02-12,1,37.0,3450.68,38.51,2.548,211.2421698,8.106,3,151315
135,1,2010-02-12,1,56.0,2849.12,38.51,2.548,211.2421698,8.106,3,151315
136,1,2010-02-12,1,90.0,79455.64,38.51,2.548,211.2421698,8.106,3,151315
137,1,2010-02-12,1,1.0,46039.49,38.51,2.548,211.2421698,8.106,3,151315
138,1,2010-02-12,1,31.0,3228.96,38.51,2.548,211.2421698,8.106,3,151315
139,1,2010-02-12,1,16.0,11873.89,38.51,2.548,211.2421698,8.106,3,151315
140,1,2010-02-12,1,18.0,19006.5,38.51,2.548,211.2421698,8.106,3,151315
141,1,2010-02-12,1,20.0,3697.7,38.51,2.548,211.2421698,8.106,3,151315
142,1,2010-02-12,1,67.0,17614.47,38.51,2.548,211.2421698,8.106,3,151315
143,1,2010-02-12,1,92.0,143081.42,38.51,2.548,211.2421698,8.106,3,151315
144,1,2010-02-12,1,72.0,79636.32,38.51,2.548,211.2421698,8.106,3,151315
145,1,2010-02-19,0,3.0,11523.47,39.93,2.514,211.2891429,8.106,3,151315
146,1,2010-02-19,0,93.0,62581.64,39.93,2.514,211.2891429,8.106,3,151315
147,1,2010-02-19,0,8.0,38717.6,39.93,2.514,211.2891429,8.106,3,151315
148,1,2010-02-19,0,7.0,19985.2,39.93,2.514,211.2891429,8.106,3,151315
149,1,2010-02-19,0,51.0,52.88,39.93,2.514,211.2891429,8.106,3,151315
150,1,2010-02-19,0,85.0,6517.55,39.93,2.514,211.2891429,8.106,3,151315
151,1,2010-02-19,0,97.0,31585.78,39.93,2.514,211.2891429,8.106,3,151315
152,1,2010-02-19,0,13.0,37857.68,39.93,2.514,211.2891429,8.106,3,151315
153,1,2010-02-19,0,6.0,6060.26,39.93,2.514,211.2891429,8.106,3,151315
154,1,2010-02-19,0,45.0,22.94,39.93,2.514,211.2891429,8.106,3,151315
155,1,2010-02-19,0,79.0,34141.62,39.93,2.514,211.2891429,8.106,3,151315
156,1,2010-02-19,0,80.0,15918.98,39.93,2.514,211.2891429,8.106,3,151315
157,1,2010-02-19,0,98.0,12087.95,39.93,2.514,211.2891429,8.106,3,151315
158,1,2010-02-19,0,59.0,1530.41,39.93,2.514,211.2891429,8.106,3,151315
159,1,2010-02-19,0,25.0,10271.25,39.93,2.514,211.2891429,8.106,3,151315
160,1,2010-02-19,0,28.0,1012.09,39.93,2.514,211.2891429,8.106,3,151315
161,1,2010-02-19,0,87.0,33593.8,39.93,2.514,211.2891429,8.106,3,151315
162,1,2010-02-19,0,58.0,3131.0,39.93,2.514,211.2891429,8.106,3,151315
163,1,2010-02-19,0,29.0,7966.55,39.93,2.514,211.2891429,8.106,3,151315
164,1,2010-02-19,0,17.0,13485.61,39.93,2.514,211.2891429,8.106,3,151315
165,1,2010-02-19,0,24.0,7366.7,39.93,2.514,211.2891429,8.106,3,151315
166,1,2010-02-19,0,56.0,3246.57,39.93,2.514,211.2891429,8.106,3,151315
167,1,2010-02-19,0,38.0,98672.59,39.93,2.514,211.2891429,8.106,3,151315
168,1,2010-02-19,0,21.0,8949.67,39.93,2.514,211.2891429,8.106,3,151315
169,1,2010-02-19,0,74.0,13917.2,39.93,2.514,211.2891429,8.106,3,151315
170,1,2010-02-19,0,5.0,26468.27,39.93,2.514,211.2891429,8.106,3,151315
171,1,2010-02-19,0,81.0,28784.91,39.93,2.514,211.2891429,8.106,3,151315
172,1,2010-02-19,0,83.0,9080.26,39.93,2.514,211.2891429,8.106,3,151315
173,1,2010-02-19,0,4.0,36826.95,39.93,2.514,211.2891429,8.106,3,151315
174,1,2010-02-19,0,32.0,20275.45,39.93,2.514,211.2891429,8.106,3,151315
175,1,2010-02-19,0,14.0,17491.36,39.93,2.514,211.2891429,8.106,3,151315
176,1,2010-02-19,0,9.0,15880.85,39.93,2.514,211.2891429,8.106,3,151315
177,1,2010-02-19,0,52.0,3356.66,39.93,2.514,211.2891429,8.106,3,151315
178,1,2010-02-19,0,31.0,2652.0,39.93,2.514,211.2891429,8.106,3,151315
179,1,2010-02-19,0,42.0,8423.87,39.93,2.514,211.2891429,8.106,3,151315
180,1,2010-02-19,0,33.0,7611.35,39.93,2.514,211.2891429,8.106,3,151315
181,1,2010-02-19,0,71.0,3357.0,39.93,2.514,211.2891429,8.106,3,151315
182,1,2010-02-19,0,47.0,-863.0,39.93,2.514,211.2891429,8.106,3,151315
183,1,2010-02-19,0,55.0,17404.53,39.93,2.514,211.2891429,8.106,3,151315
184,1,2010-02-19,0,16.0,13855.54,39.93,2.514,211.2891429,8.106,3,151315
185,1,2010-02-19,0,44.0,4401.78,39.93,2.514,211.2891429,8.106,3,151315
186,1,2010-02-19,0,2.0,47928.89,39.93,2.514,211.2891429,8.106,3,151315
187,1,2010-02-19,0,18.0,17623.72,39.93,2.514,211.2891429,8.106,3,151315
188,1,2010-02-19,0,35.0,2176.0,39.93,2.514,211.2891429,8.106,3,151315
189,1,2010-02-19,0,94.0,72212.32,39.93,2.514,211.2891429,8.106,3,151315
190,1,2010-02-19,0,40.0,68569.53,39.93,2.514,211.2891429,8.106,3,151315
191,1,2010-02-19,0,49.0,16736.17,39.93,2.514,211.2891429,8.106,3,151315
192,1,2010-02-19,0,1.0,41595.55,39.93,2.514,211.2891429,8.106,3,151315
193,1,2010-02-19,0,11.0,18706.21,39.93,2.514,211.2891429,8.106,3,151315
194,1,2010-02-19,0,82.0,20195.2,39.93,2.514,211.2891429,8.106,3,151315
195,1,2010-02-19,0,36.0,595.0,39.93,2.514,211.2891429,8.106,3,151315
196,1,2010-02-19,0,19.0,1722.17,39.93,2.514,211.2891429,8.106,3,151315
197,1,2010-02-19,0,46.0,22414.94,39.93,2.514,211.2891429,8.106,3,151315
198,1,2010-02-19,0,30.0,5735.0,39.93,2.514,211.2891429,8.106,3,151315
199,1,2010-02-19,0,10.0,29634.13,39.93,2.514,211.2891429,8.106,3,151315
200,1,2010-02-19,0,54.0,616.0,39.93,2.514,211.2891429,8.106,3,151315
201,1,2010-02-19,0,41.0,1206.88,39.93,2.514,211.2891429,8.106,3,151315
202,1,2010-02-19,0,37.0,3203.31,39.93,2.514,211.2891429,8.106,3,151315
203,1,2010-02-19,0,34.0,13006.5,39.93,2.514,211.2891429,8.106,3,151315
204,1,2010-02-19,0,26.0,10547.6,39.93,2.514,211.2891429,8.106,3,151315
205,1,2010-02-19,0,72.0,72377.79,39.93,2.514,211.2891429,8.106,3,151315
206,1,2010-02-19,0,23.0,21381.85,39.93,2.514,211.2891429,8.106,3,151315
207,1,2010-02-19,0,91.0,63011.44,39.93,2.514,211.2891429,8.106,3,151315
208,1,2010-02-19,0,22.0,12290.16,39.93,2.514,211.2891429,8.106,3,151315
209,1,2010-02-19,0,27.0,2494.5,39.93,2.514,211.2891429,8.106,3,151315
210,1,2010-02-19,0,90.0,76091.36,39.93,2.514,211.2891429,8.106,3,151315
211,1,2010-02-19,0,95.0,107952.07,39.93,2.514,211.2891429,8.106,3,151315
212,1,2010-02-19,0,92.0,135066.75,39.93,2.514,211.2891429,8.106,3,151315
213,1,2010-02-19,0,60.0,1020.8,39.93,2.514,211.2891429,8.106,3,151315
214,1,2010-02-19,0,20.0,4719.89,39.93,2.514,211.2891429,8.106,3,151315
215,1,2010-02-19,0,67.0,16411.69,39.93,2.514,211.2891429,8.106,3,151315
216,1,2010-02-19,0,48.0,354.0,39.93,2.514,211.2891429,8.106,3,151315
217,1,2010-02-19,0,12.0,9165.98,39.93,2.514,211.2891429,8.106,3,151315
218,1,2010-02-26,0,79.0,33309.85,46.63,2.561,211.3196429,8.106,3,151315
219,1,2010-02-26,0,49.0,16245.13,46.63,2.561,211.3196429,8.106,3,151315
220,1,2010-02-26,0,98.0,10871.74,46.63,2.561,211.3196429,8.106,3,151315
221,1,2010-02-26,0,8.0,35318.2,46.63,2.561,211.3196429,8.106,3,151315
222,1,2010-02-26,0,32.0,8146.57,46.63,2.561,211.3196429,8.106,3,151315
223,1,2010-02-26,0,17.0,10667.06,46.63,2.561,211.3196429,8.106,3,151315
224,1,2010-02-26,0,3.0,11135.17,46.63,2.561,211.3196429,8.106,3,151315
225,1,2010-02-26,0,93.0,57630.02,46.63,2.561,211.3196429,8.106,3,151315
226,1,2010-02-26,0,24.0,5630.82,46.63,2.561,211.3196429,8.106,3,151315
227,1,2010-02-26,0,85.0,5622.63,46.63,2.561,211.3196429,8.106,3,151315
228,1,2010-02-26,0,55.0,16708.1,46.63,2.561,211.3196429,8.106,3,151315
229,1,2010-02-26,0,58.0,4356.0,46.63,2.561,211.3196429,8.106,3,151315
230,1,2010-02-26,0,28.0,986.07,46.63,2.561,211.3196429,8.106,3,151315
231,1,2010-02-26,0,18.0,545.02,46.63,2.561,211.3196429,8.106,3,151315
232,1,2010-02-26,0,83.0,6627.3,46.63,2.561,211.3196429,8.106,3,151315
233,1,2010-02-26,0,6.0,5244.56,46.63,2.561,211.3196429,8.106,3,151315
234,1,2010-02-26,0,59.0,1126.68,46.63,2.561,211.3196429,8.106,3,151315
235,1,2010-02-26,0,45.0,45.41,46.63,2.561,211.3196429,8.106,3,151315
236,1,2010-02-26,0,34.0,12005.0,46.63,2.561,211.3196429,8.106,3,151315
237,1,2010-02-26,0,13.0,37467.32,46.63,2.561,211.3196429,8.106,3,151315
238,1,2010-02-26,0,5.0,24101.89,46.63,2.561,211.3196429,8.106,3,151315
239,1,2010-02-26,0,38.0,92755.59,46.63,2.561,211.3196429,8.106,3,151315
240,1,2010-02-26,0,74.0,13330.89,46.63,2.561,211.3196429,8.106,3,151315
241,1,2010-02-26,0,2.0,44292.87,46.63,2.561,211.3196429,8.106,3,151315
242,1,2010-02-26,0,4.0,34660.16,46.63,2.561,211.3196429,8.106,3,151315
243,1,2010-02-26,0,25.0,10218.67,46.63,2.561,211.3196429,8.106,3,151315
244,1,2010-02-26,0,7.0,17224.22,46.63,2.561,211.3196429,8.106,3,151315
245,1,2010-02-26,0,40.0,64328.29,46.63,2.561,211.3196429,8.106,3,151315
246,1,2010-02-26,0,97.0,28457.31,46.63,2.561,211.3196429,8.106,3,151315
247,1,2010-02-26,0,33.0,4814.66,46.63,2.561,211.3196429,8.106,3,151315
248,1,2010-02-26,0,52.0,2287.01,46.63,2.561,211.3196429,8.106,3,151315
249,1,2010-02-26,0,19.0,1655.32,46.63,2.561,211.3196429,8.106,3,151315
250,1,2010-02-26,0,36.0,506.0,46.63,2.561,211.3196429,8.106,3,151315
251,1,2010-02-26,0,23.0,17798.37,46.63,2.561,211.3196429,8.106,3,151315
252,1,2010-02-26,0,82.0,19023.33,46.63,2.561,211.3196429,8.106,3,151315
253,1,2010-02-26,0,44.0,3864.43,46.63,2.561,211.3196429,8.106,3,151315
254,1,2010-02-26,0,16.0,12881.02,46.63,2.561,211.3196429,8.106,3,151315
255,1,2010-02-26,0,35.0,2029.9,46.63,2.561,211.3196429,8.106,3,151315
256,1,2010-02-26,0,51.0,4.16,46.63,2.561,211.3196429,8.106,3,151315
257,1,2010-02-26,0,29.0,4972.65,46.63,2.561,211.3196429,8.106,3,151315
258,1,2010-02-26,0,87.0,32299.49,46.63,2.561,211.3196429,8.106,3,151315
259,1,2010-02-26,0,26.0,8541.14,46.63,2.561,211.3196429,8.106,3,151315
260,1,2010-02-26,0,56.0,2598.65,46.63,2.561,211.3196429,8.106,3,151315
261,1,2010-02-26,0,11.0,17306.61,46.63,2.561,211.3196429,8.106,3,151315
262,1,2010-02-26,0,31.0,2665.75,46.63,2.561,211.3196429,8.106,3,151315
263,1,2010-02-26,0,10.0,27921.96,46.63,2.561,211.3196429,8.106,3,151315
264,1,2010-02-26,0,21.0,8592.42,46.63,2.561,211.3196429,8.106,3,151315
265,1,2010-02-26,0,30.0,3614.48,46.63,2.561,211.3196429,8.106,3,151315
266,1,2010-02-26,0,27.0,1666.75,46.63,2.561,211.3196429,8.106,3,151315
267,1,2010-02-26,0,94.0,55501.07,46.63,2.561,211.3196429,8.106,3,151315
268,1,2010-02-26,0,41.0,885.27,46.63,2.561,211.3196429,8.106,3,151315
269,1,2010-02-26,0,80.0,15673.94,46.63,2.561,211.3196429,8.106,3,151315
270,1,2010-02-26,0,9.0,15175.52,46.63,2.561,211.3196429,8.106,3,151315
271,1,2010-02-26,0,91.0,57335.17,46.63,2.561,211.3196429,8.106,3,151315
272,1,2010-02-26,0,60.0,959.2,46.63,2.561,211.3196429,8.106,3,151315
273,1,2010-02-26,0,1.0,19403.54,46.63,2.561,211.3196429,8.106,3,151315
274,1,2010-02-26,0,42.0,7039.85,46.63,2.561,211.3196429,8.106,3,151315
275,1,2010-02-26,0,14.0,16118.26,46.63,2.561,211.3196429,8.106,3,151315
276,1,2010-02-26,0,95.0,103652.58,46.63,2.561,211.3196429,8.106,3,151315
277,1,2010-02-26,0,46.0,18099.75,46.63,2.561,211.3196429,8.106,3,151315
278,1,2010-02-26,0,81.0,28213.79,46.63,2.561,211.3196429,8.106,3,151315
279,1,2010-02-26,0,72.0,55590.73,46.63,2.561,211.3196429,8.106,3,151315
280,1,2010-02-26,0,48.0,357.0,46.63,2.561,211.3196429,8.106,3,151315
281,1,2010-02-26,0,37.0,2474.99,46.63,2.561,211.3196429,8.106,3,151315
282,1,2010-02-26,0,90.0,71718.48,46.63,2.561,211.3196429,8.106,3,151315
283,1,2010-02-26,0,71.0,3944.5,46.63,2.561,211.3196429,8.106,3,151315
284,1,2010-02-26,0,54.0,209.0,46.63,2.561,211.3196429,8.106,3,151315
285,1,2010-02-26,0,67.0,5905.14,46.63,2.561,211.3196429,8.106,3,151315
286,1,2010-02-26,0,20.0,4007.94,46.63,2.561,211.3196429,8.106,3,151315
287,1,2010-02-26,0,22.0,9295.78,46.63,2.561,211.3196429,8.106,3,151315
288,1,2010-02-26,0,92.0,125048.08,46.63,2.561,211.3196429,8.106,3,151315
289,1,2010-02-26,0,12.0,9015.37,46.63,2.561,211.3196429,8.106,3,151315
290,1,2010-03-05,0,85.0,4027.52,46.5,2.625,211.3501429,8.106,3,151315
291,1,2010-03-05,0,8.0,38776.09,46.5,2.625,211.3501429,8.106,3,151315
292,1,2010-03-05,0,79.0,42931.77,46.5,2.625,211.3501429,8.106,3,151315
293,1,2010-03-05,0,33.0,6214.6,46.5,2.625,211.3501429,8.106,3,151315
294,1,2010-03-05,0,28.0,1002.2,46.5,2.625,211.3501429,8.106,3,151315
295,1,2010-03-05,0,98.0,10903.65,46.5,2.625,211.3501429,8.106,3,151315
296,1,2010-03-05,0,3.0,12275.58,46.5,2.625,211.3501429,8.106,3,151315
297,1,2010-03-05,0,25.0,10345.5,46.5,2.625,211.3501429,8.106,3,151315
298,1,2010-03-05,0,18.0,634.61,46.5,2.625,211.3501429,8.106,3,151315
299,1,2010-03-05,0,32.0,9907.51,46.5,2.625,211.3501429,8.106,3,151315
300,1,2010-03-05,0,5.0,23082.14,46.5,2.625,211.3501429,8.106,3,151315
301,1,2010-03-05,0,82.0,19974.91,46.5,2.625,211.3501429,8.106,3,151315
302,1,2010-03-05,0,31.0,2595.8,46.5,2.625,211.3501429,8.106,3,151315
303,1,2010-03-05,0,36.0,648.0,46.5,2.625,211.3501429,8.106,3,151315
304,1,2010-03-05,0,6.0,4221.25,46.5,2.625,211.3501429,8.106,3,151315
305,1,2010-03-05,0,21.0,8275.44,46.5,2.625,211.3501429,8.106,3,151315
306,1,2010-03-05,0,7.0,19659.7,46.5,2.625,211.3501429,8.106,3,151315
307,1,2010-03-05,0,83.0,8840.0,46.5,2.625,211.3501429,8.106,3,151315
308,1,2010-03-05,0,93.0,63550.08,46.5,2.625,211.3501429,8.106,3,151315
